"","AUH","AX0","BE3","BJ7","C1C","C3Z","CPF","DQ1","E5E","FCQ","FRM","FZH","HDU","HFX","J7V","JAQ","JAU","JC9","JYJ","K4M","KJE","KVG","MAA","MKC","P1A","PFE","QDP","QXJ","R5E","RBF","RTM","RX9","SA9","SAH","SCN","T5X","T8A","TS8","TUH","U1J","U3A","U5Q","U7Y","VR3","WAY","WN8","WPU","WQV","X3T","Y34","Y3K","YHT","YMS","Z5Y","Z6Z","ZST","W01","TSK","QXR","HM5","E5B","HYX","K95","F97","TGP"
"FRM",4,0,5,5,1,5,0,3,6,0,0,0,4,5,6,3,3,0,2,3,0,5,5,5,3,2,6,6,2,0,2,0,2,6,2,5,2,2,6,0,0,2,3,2,1,7,7,0,6,3,2,1,5,5,1,5,6,0,6,3,6,1,3,0,0
"FZH",4,0,5,5,1,5,0,3,6,0,0,0,4,5,6,3,3,0,2,3,0,5,5,5,3,2,6,6,2,0,2,0,2,6,2,5,2,2,6,0,0,2,3,2,1,7,7,0,6,3,2,1,5,5,1,5,6,0,6,3,6,1,3,0,0
"HDU",8,4,9,1,5,1,4,1,10,4,4,4,0,1,10,1,7,4,2,7,4,9,1,1,1,2,10,10,2,4,6,4,2,10,2,1,2,2,10,4,4,2,1,2,5,11,11,4,10,1,2,3,1,9,5,9,10,4,10,1,10,5,1,4,4
"HFX",9,5,10,0,6,0,5,2,11,5,5,5,1,0,11,2,8,5,3,8,5,10,0,0,2,3,11,11,3,5,7,5,3,11,3,0,3,3,11,5,5,3,2,3,6,12,12,5,11,2,3,4,0,10,6,10,11,5,11,2,11,6,2,5,5
"J7V",2,6,1,11,5,11,6,9,0,6,6,6,10,11,0,9,3,6,8,3,6,1,11,11,9,8,0,0,8,6,4,6,8,0,8,11,8,8,0,6,6,8,9,8,5,1,1,6,0,9,8,7,11,1,5,1,0,6,0,9,0,5,9,6,6
"JAQ",7,3,8,2,4,2,3,0,9,3,3,3,1,2,9,0,6,3,1,6,3,8,2,2,0,1,9,9,1,3,5,3,1,9,1,2,1,1,9,3,3,1,0,1,4,10,10,3,9,0,1,2,2,8,4,8,9,3,9,0,9,4,0,3,3
"JAU",1,3,2,8,2,8,3,6,3,3,3,3,7,8,3,6,0,3,5,0,3,2,8,8,6,5,3,3,5,3,1,3,5,3,5,8,5,5,3,3,3,5,6,5,2,4,4,3,3,6,5,4,8,2,2,2,3,3,3,6,3,2,6,3,3
"JC9",4,0,5,5,1,5,0,3,6,0,0,0,4,5,6,3,3,0,2,3,0,5,5,5,3,2,6,6,2,0,2,0,2,6,2,5,2,2,6,0,0,2,3,2,1,7,7,0,6,3,2,1,5,5,1,5,6,0,6,3,6,1,3,0,0
"JYJ",6,2,7,3,3,3,2,1,8,2,2,2,2,3,8,1,5,2,0,5,2,7,3,3,1,0,8,8,0,2,4,2,0,8,0,3,0,0,8,2,2,0,1,0,3,9,9,2,8,1,0,1,3,7,3,7,8,2,8,1,8,3,1,2,2
"K4M",1,3,2,8,2,8,3,6,3,3,3,3,7,8,3,6,0,3,5,0,3,2,8,8,6,5,3,3,5,3,1,3,5,3,5,8,5,5,3,3,3,5,6,5,2,4,4,3,3,6,5,4,8,2,2,2,3,3,3,6,3,2,6,3,3
"KJE",4,0,5,5,1,5,0,3,6,0,0,0,4,5,6,3,3,0,2,3,0,5,5,5,3,2,6,6,2,0,2,0,2,6,2,5,2,2,6,0,0,2,3,2,1,7,7,0,6,3,2,1,5,5,1,5,6,0,6,3,6,1,3,0,0
"KVG",1,5,0,10,4,10,5,8,1,5,5,5,9,10,1,8,2,5,7,2,5,0,10,10,8,7,1,1,7,5,3,5,7,1,7,10,7,7,1,5,5,7,8,7,4,2,2,5,1,8,7,6,10,0,4,0,1,5,1,8,1,4,8,5,5
"MAA",9,5,10,0,6,0,5,2,11,5,5,5,1,0,11,2,8,5,3,8,5,10,0,0,2,3,11,11,3,5,7,5,3,11,3,0,3,3,11,5,5,3,2,3,6,12,12,5,11,2,3,4,0,10,6,10,11,5,11,2,11,6,2,5,5
"MKC",9,5,10,0,6,0,5,2,11,5,5,5,1,0,11,2,8,5,3,8,5,10,0,0,2,3,11,11,3,5,7,5,3,11,3,0,3,3,11,5,5,3,2,3,6,12,12,5,11,2,3,4,0,10,6,10,11,5,11,2,11,6,2,5,5
"P1A",7,3,8,2,4,2,3,0,9,3,3,3,1,2,9,0,6,3,1,6,3,8,2,2,0,1,9,9,1,3,5,3,1,9,1,2,1,1,9,3,3,1,0,1,4,10,10,3,9,0,1,2,2,8,4,8,9,3,9,0,9,4,0,3,3
"PFE",6,2,7,3,3,3,2,1,8,2,2,2,2,3,8,1,5,2,0,5,2,7,3,3,1,0,8,8,0,2,4,2,0,8,0,3,0,0,8,2,2,0,1,0,3,9,9,2,8,1,0,1,3,7,3,7,8,2,8,1,8,3,1,2,2
"QDP",2,6,1,11,5,11,6,9,0,6,6,6,10,11,0,9,3,6,8,3,6,1,11,11,9,8,0,0,8,6,4,6,8,0,8,11,8,8,0,6,6,8,9,8,5,1,1,6,0,9,8,7,11,1,5,1,0,6,0,9,0,5,9,6,6
"QXJ",2,6,1,11,5,11,6,9,0,6,6,6,10,11,0,9,3,6,8,3,6,1,11,11,9,8,0,0,8,6,4,6,8,0,8,11,8,8,0,6,6,8,9,8,5,1,1,6,0,9,8,7,11,1,5,1,0,6,0,9,0,5,9,6,6
"R5E",6,2,7,3,3,3,2,1,8,2,2,2,2,3,8,1,5,2,0,5,2,7,3,3,1,0,8,8,0,2,4,2,0,8,0,3,0,0,8,2,2,0,1,0,3,9,9,2,8,1,0,1,3,7,3,7,8,2,8,1,8,3,1,2,2
"RBF",4,0,5,5,1,5,0,3,6,0,0,0,4,5,6,3,3,0,2,3,0,5,5,5,3,2,6,6,2,0,2,0,2,6,2,5,2,2,6,0,0,2,3,2,1,7,7,0,6,3,2,1,5,5,1,5,6,0,6,3,6,1,3,0,0
"RTM",2,2,3,7,1,7,2,5,4,2,2,2,6,7,4,5,1,2,4,1,2,3,7,7,5,4,4,4,4,2,0,2,4,4,4,7,4,4,4,2,2,4,5,4,1,5,5,2,4,5,4,3,7,3,1,3,4,2,4,5,4,1,5,2,2
"RX9",4,0,5,5,1,5,0,3,6,0,0,0,4,5,6,3,3,0,2,3,0,5,5,5,3,2,6,6,2,0,2,0,2,6,2,5,2,2,6,0,0,2,3,2,1,7,7,0,6,3,2,1,5,5,1,5,6,0,6,3,6,1,3,0,0
"SA9",6,2,7,3,3,3,2,1,8,2,2,2,2,3,8,1,5,2,0,5,2,7,3,3,1,0,8,8,0,2,4,2,0,8,0,3,0,0,8,2,2,0,1,0,3,9,9,2,8,1,0,1,3,7,3,7,8,2,8,1,8,3,1,2,2
"SAH",2,6,1,11,5,11,6,9,0,6,6,6,10,11,0,9,3,6,8,3,6,1,11,11,9,8,0,0,8,6,4,6,8,0,8,11,8,8,0,6,6,8,9,8,5,1,1,6,0,9,8,7,11,1,5,1,0,6,0,9,0,5,9,6,6
"SCN",6,2,7,3,3,3,2,1,8,2,2,2,2,3,8,1,5,2,0,5,2,7,3,3,1,0,8,8,0,2,4,2,0,8,0,3,0,0,8,2,2,0,1,0,3,9,9,2,8,1,0,1,3,7,3,7,8,2,8,1,8,3,1,2,2
"T5X",9,5,10,0,6,0,5,2,11,5,5,5,1,0,11,2,8,5,3,8,5,10,0,0,2,3,11,11,3,5,7,5,3,11,3,0,3,3,11,5,5,3,2,3,6,12,12,5,11,2,3,4,0,10,6,10,11,5,11,2,11,6,2,5,5
"T8A",6,2,7,3,3,3,2,1,8,2,2,2,2,3,8,1,5,2,0,5,2,7,3,3,1,0,8,8,0,2,4,2,0,8,0,3,0,0,8,2,2,0,1,0,3,9,9,2,8,1,0,1,3,7,3,7,8,2,8,1,8,3,1,2,2
"TS8",6,2,7,3,3,3,2,1,8,2,2,2,2,3,8,1,5,2,0,5,2,7,3,3,1,0,8,8,0,2,4,2,0,8,0,3,0,0,8,2,2,0,1,0,3,9,9,2,8,1,0,1,3,7,3,7,8,2,8,1,8,3,1,2,2
"TUH",2,6,1,11,5,11,6,9,0,6,6,6,10,11,0,9,3,6,8,3,6,1,11,11,9,8,0,0,8,6,4,6,8,0,8,11,8,8,0,6,6,8,9,8,5,1,1,6,0,9,8,7,11,1,5,1,0,6,0,9,0,5,9,6,6
"U1J",4,0,5,5,1,5,0,3,6,0,0,0,4,5,6,3,3,0,2,3,0,5,5,5,3,2,6,6,2,0,2,0,2,6,2,5,2,2,6,0,0,2,3,2,1,7,7,0,6,3,2,1,5,5,1,5,6,0,6,3,6,1,3,0,0
"U3A",4,0,5,5,1,5,0,3,6,0,0,0,4,5,6,3,3,0,2,3,0,5,5,5,3,2,6,6,2,0,2,0,2,6,2,5,2,2,6,0,0,2,3,2,1,7,7,0,6,3,2,1,5,5,1,5,6,0,6,3,6,1,3,0,0
"U5Q",6,2,7,3,3,3,2,1,8,2,2,2,2,3,8,1,5,2,0,5,2,7,3,3,1,0,8,8,0,2,4,2,0,8,0,3,0,0,8,2,2,0,1,0,3,9,9,2,8,1,0,1,3,7,3,7,8,2,8,1,8,3,1,2,2
"U7Y",7,3,8,2,4,2,3,0,9,3,3,3,1,2,9,0,6,3,1,6,3,8,2,2,0,1,9,9,1,3,5,3,1,9,1,2,1,1,9,3,3,1,0,1,4,10,10,3,9,0,1,2,2,8,4,8,9,3,9,0,9,4,0,3,3
"VR3",6,2,7,3,3,3,2,1,8,2,2,2,2,3,8,1,5,2,0,5,2,7,3,3,1,0,8,8,0,2,4,2,0,8,0,3,0,0,8,2,2,0,1,0,3,9,9,2,8,1,0,1,3,7,3,7,8,2,8,1,8,3,1,2,2
"WAY",3,1,4,6,0,6,1,4,5,1,1,1,5,6,5,4,2,1,3,2,1,4,6,6,4,3,5,5,3,1,1,1,3,5,3,6,3,3,5,1,1,3,4,3,0,6,6,1,5,4,3,2,6,4,0,4,5,1,5,4,5,0,4,1,1
"WN8",3,7,2,12,6,12,7,10,1,7,7,7,11,12,1,10,4,7,9,4,7,2,12,12,10,9,1,1,9,7,5,7,9,1,9,12,9,9,1,7,7,9,10,9,6,0,0,7,1,10,9,8,12,2,6,2,1,7,1,10,1,6,10,7,7
"WPU",3,7,2,12,6,12,7,10,1,7,7,7,11,12,1,10,4,7,9,4,7,2,12,12,10,9,1,1,9,7,5,7,9,1,9,12,9,9,1,7,7,9,10,9,6,0,0,7,1,10,9,8,12,2,6,2,1,7,1,10,1,6,10,7,7
"WQV",4,0,5,5,1,5,0,3,6,0,0,0,4,5,6,3,3,0,2,3,0,5,5,5,3,2,6,6,2,0,2,0,2,6,2,5,2,2,6,0,0,2,3,2,1,7,7,0,6,3,2,1,5,5,1,5,6,0,6,3,6,1,3,0,0
"X3T",2,6,1,11,5,11,6,9,0,6,6,6,10,11,0,9,3,6,8,3,6,1,11,11,9,8,0,0,8,6,4,6,8,0,8,11,8,8,0,6,6,8,9,8,5,1,1,6,0,9,8,7,11,1,5,1,0,6,0,9,0,5,9,6,6
"Y34",7,3,8,2,4,2,3,0,9,3,3,3,1,2,9,0,6,3,1,6,3,8,2,2,0,1,9,9,1,3,5,3,1,9,1,2,1,1,9,3,3,1,0,1,4,10,10,3,9,0,1,2,2,8,4,8,9,3,9,0,9,4,0,3,3
"Y3K",6,2,7,3,3,3,2,1,8,2,2,2,2,3,8,1,5,2,0,5,2,7,3,3,1,0,8,8,0,2,4,2,0,8,0,3,0,0,8,2,2,0,1,0,3,9,9,2,8,1,0,1,3,7,3,7,8,2,8,1,8,3,1,2,2
"YHT",5,1,6,4,2,4,1,2,7,1,1,1,3,4,7,2,4,1,1,4,1,6,4,4,2,1,7,7,1,1,3,1,1,7,1,4,1,1,7,1,1,1,2,1,2,8,8,1,7,2,1,0,4,6,2,6,7,1,7,2,7,2,2,1,1
"YMS",9,5,10,0,6,0,5,2,11,5,5,5,1,0,11,2,8,5,3,8,5,10,0,0,2,3,11,11,3,5,7,5,3,11,3,0,3,3,11,5,5,3,2,3,6,12,12,5,11,2,3,4,0,10,6,10,11,5,11,2,11,6,2,5,5
"Z5Y",1,5,0,10,4,10,5,8,1,5,5,5,9,10,1,8,2,5,7,2,5,0,10,10,8,7,1,1,7,5,3,5,7,1,7,10,7,7,1,5,5,7,8,7,4,2,2,5,1,8,7,6,10,0,4,0,1,5,1,8,1,4,8,5,5
"Z6Z",3,1,4,6,0,6,1,4,5,1,1,1,5,6,5,4,2,1,3,2,1,4,6,6,4,3,5,5,3,1,1,1,3,5,3,6,3,3,5,1,1,3,4,3,0,6,6,1,5,4,3,2,6,4,0,4,5,1,5,4,5,0,4,1,1
"ZST",1,5,0,10,4,10,5,8,1,5,5,5,9,10,1,8,2,5,7,2,5,0,10,10,8,7,1,1,7,5,3,5,7,1,7,10,7,7,1,5,5,7,8,7,4,2,2,5,1,8,7,6,10,0,4,0,1,5,1,8,1,4,8,5,5
"W01",2,6,1,11,5,11,6,9,0,6,6,6,10,11,0,9,3,6,8,3,6,1,11,11,9,8,0,0,8,6,4,6,8,0,8,11,8,8,0,6,6,8,9,8,5,1,1,6,0,9,8,7,11,1,5,1,0,6,0,9,0,5,9,6,6
"TSK",4,0,5,5,1,5,0,3,6,0,0,0,4,5,6,3,3,0,2,3,0,5,5,5,3,2,6,6,2,0,2,0,2,6,2,5,2,2,6,0,0,2,3,2,1,7,7,0,6,3,2,1,5,5,1,5,6,0,6,3,6,1,3,0,0
"QXR",2,6,1,11,5,11,6,9,0,6,6,6,10,11,0,9,3,6,8,3,6,1,11,11,9,8,0,0,8,6,4,6,8,0,8,11,8,8,0,6,6,8,9,8,5,1,1,6,0,9,8,7,11,1,5,1,0,6,0,9,0,5,9,6,6
"HM5",7,3,8,2,4,2,3,0,9,3,3,3,1,2,9,0,6,3,1,6,3,8,2,2,0,1,9,9,1,3,5,3,1,9,1,2,1,1,9,3,3,1,0,1,4,10,10,3,9,0,1,2,2,8,4,8,9,3,9,0,9,4,0,3,3
"E5B",2,6,1,11,5,11,6,9,0,6,6,6,10,11,0,9,3,6,8,3,6,1,11,11,9,8,0,0,8,6,4,6,8,0,8,11,8,8,0,6,6,8,9,8,5,1,1,6,0,9,8,7,11,1,5,1,0,6,0,9,0,5,9,6,6
"HYX",3,1,4,6,0,6,1,4,5,1,1,1,5,6,5,4,2,1,3,2,1,4,6,6,4,3,5,5,3,1,1,1,3,5,3,6,3,3,5,1,1,3,4,3,0,6,6,1,5,4,3,2,6,4,0,4,5,1,5,4,5,0,4,1,1
"K95",7,3,8,2,4,2,3,0,9,3,3,3,1,2,9,0,6,3,1,6,3,8,2,2,0,1,9,9,1,3,5,3,1,9,1,2,1,1,9,3,3,1,0,1,4,10,10,3,9,0,1,2,2,8,4,8,9,3,9,0,9,4,0,3,3
"F97",4,0,5,5,1,5,0,3,6,0,0,0,4,5,6,3,3,0,2,3,0,5,5,5,3,2,6,6,2,0,2,0,2,6,2,5,2,2,6,0,0,2,3,2,1,7,7,0,6,3,2,1,5,5,1,5,6,0,6,3,6,1,3,0,0
"TGP",4,0,5,5,1,5,0,3,6,0,0,0,4,5,6,3,3,0,2,3,0,5,5,5,3,2,6,6,2,0,2,0,2,6,2,5,2,2,6,0,0,2,3,2,1,7,7,0,6,3,2,1,5,5,1,5,6,0,6,3,6,1,3,0,0
